town,county,office,district,party,candidate,winner,votes
Albany,Carroll,U.S. House,1,R,Frank C. Guinta,False,148
Alton,Belknap,U.S. House,1,R,Frank C. Guinta,False,1995
Auburn,Rockingham,U.S. House,1,R,Frank C. Guinta,False,1831
Barnstead,Belknap,U.S. House,1,R,Frank C. Guinta,False,1153
Barrington,Strafford,U.S. House,1,R,Frank C. Guinta,False,2125
Bartlett,Carroll,U.S. House,1,R,Frank C. Guinta,False,715
Bedford,Hillsborough,U.S. House,1,R,Frank C. Guinta,False,7558
Belmont,Belknap,U.S. House,1,R,Frank C. Guinta,False,1740
Brentwood,Rockingham,U.S. House,1,R,Frank C. Guinta,False,1180
Brookfield,Carroll,U.S. House,1,R,Frank C. Guinta,False,234
Campton,Grafton,U.S. House,1,R,Frank C. Guinta,False,735
Candia,Rockingham,U.S. House,1,R,Frank C. Guinta,False,1443
Chatham,Carroll,U.S. House,1,R,Frank C. Guinta,False,91
Chester,Rockingham,U.S. House,1,R,Frank C. Guinta,False,1455
Conway,Carroll,U.S. House,1,R,Frank C. Guinta,False,1893
Danville,Rockingham,U.S. House,1,R,Frank C. Guinta,False,1170
Derry,Rockingham,U.S. House,1,R,Frank C. Guinta,False,7547
Dover,Strafford,U.S. House,1,R,Frank C. Guinta,False,5595
Durham,Strafford,U.S. House,1,R,Frank C. Guinta,False,1958
East Kingston,Rockingham,U.S. House,1,R,Frank C. Guinta,False,812
Eaton,Carroll,U.S. House,1,R,Frank C. Guinta,False,111
Effingham,Carroll,U.S. House,1,R,Frank C. Guinta,False,343
Epping,Rockingham,U.S. House,1,R,Frank C. Guinta,False,1511
Exeter,Rockingham,U.S. House,1,R,Frank C. Guinta,False,3317
Farmington,Strafford,U.S. House,1,R,Frank C. Guinta,False,1296
Freedom,Carroll,U.S. House,1,R,Frank C. Guinta,False,455
Fremont,Rockingham,U.S. House,1,R,Frank C. Guinta,False,1239
Gilford,Belknap,U.S. House,1,R,Frank C. Guinta,False,2227
Gilmanton,Belknap,U.S. House,1,R,Frank C. Guinta,False,1091
Goffstown,Hillsborough,U.S. House,1,R,Frank C. Guinta,False,4545
Greenland,Rockingham,U.S. House,1,R,Frank C. Guinta,False,1047
Hale's Location,Carroll,U.S. House,1,R,Frank C. Guinta,False,93
Hampstead,Rockingham,U.S. House,1,R,Frank C. Guinta,False,2842
Hampton,Rockingham,U.S. House,1,R,Frank C. Guinta,False,4226
Hampton Falls,Rockingham,U.S. House,1,R,Frank C. Guinta,False,868
Hart's Location,Carroll,U.S. House,1,R,Frank C. Guinta,False,9
Hooksett,Merrimack,U.S. House,1,R,Frank C. Guinta,False,3720
Jackson,Carroll,U.S. House,1,R,Frank C. Guinta,False,240
Kensington,Rockingham,U.S. House,1,R,Frank C. Guinta,False,665
Kingston,Rockingham,U.S. House,1,R,Frank C. Guinta,False,1624
Laconia,Belknap,U.S. House,1,R,Frank C. Guinta,False,3640
Lee,Strafford,U.S. House,1,R,Frank C. Guinta,False,864
Londonderry,Rockingham,U.S. House,1,R,Frank C. Guinta,False,6540
Madbury,Strafford,U.S. House,1,R,Frank C. Guinta,False,439
Madison,Carroll,U.S. House,1,R,Frank C. Guinta,False,563
Manchester,Hillsborough,U.S. House,1,R,Frank C. Guinta,False,20034
Meredith,Belknap,U.S. House,1,R,Frank C. Guinta,False,1922
Merrimack,Hillsborough,U.S. House,1,R,Frank C. Guinta,False,7152
Middleton,Strafford,U.S. House,1,R,Frank C. Guinta,False,394
Milton,Strafford,U.S. House,1,R,Frank C. Guinta,False,984
Moultonborough,Carroll,U.S. House,1,R,Frank C. Guinta,False,1716
New Castle,Rockingham,U.S. House,1,R,Frank C. Guinta,False,380
New Durham,Strafford,U.S. House,1,R,Frank C. Guinta,False,791
New Hampton,Belknap,U.S. House,1,R,Frank C. Guinta,False,603
Newfields,Rockingham,U.S. House,1,R,Frank C. Guinta,False,513
Newington,Rockingham,U.S. House,1,R,Frank C. Guinta,False,287
Newmarket,Rockingham,U.S. House,1,R,Frank C. Guinta,False,1707
Newton,Rockingham,U.S. House,1,R,Frank C. Guinta,False,1208
North Hampton,Rockingham,U.S. House,1,R,Frank C. Guinta,False,1397
Nottingham,Rockingham,U.S. House,1,R,Frank C. Guinta,False,1303
Ossipee,Carroll,U.S. House,1,R,Frank C. Guinta,False,1012
Plaistow,Rockingham,U.S. House,1,R,Frank C. Guinta,False,2012
Portsmouth,Rockingham,U.S. House,1,R,Frank C. Guinta,False,3596
Raymond,Rockingham,U.S. House,1,R,Frank C. Guinta,False,2419
Rochester,Strafford,U.S. House,1,R,Frank C. Guinta,False,5988
Rollinsford,Strafford,U.S. House,1,R,Frank C. Guinta,False,608
Rye,Rockingham,U.S. House,1,R,Frank C. Guinta,False,1726
Sanbornton,Belknap,U.S. House,1,R,Frank C. Guinta,False,860
Sandown,Rockingham,U.S. House,1,R,Frank C. Guinta,False,1706
Sandwich,Carroll,U.S. House,1,R,Frank C. Guinta,False,368
Seabrook,Rockingham,U.S. House,1,R,Frank C. Guinta,False,1758
Somersworth,Strafford,U.S. House,1,R,Frank C. Guinta,False,1892
South Hampton,Rockingham,U.S. House,1,R,Frank C. Guinta,False,264
Strafford,Strafford,U.S. House,1,R,Frank C. Guinta,False,1117
Stratham,Rockingham,U.S. House,1,R,Frank C. Guinta,False,2193
Tamworth,Carroll,U.S. House,1,R,Frank C. Guinta,False,646
Tilton,Belknap,U.S. House,1,R,Frank C. Guinta,False,764
Tuftonboro,Carroll,U.S. House,1,R,Frank C. Guinta,False,894
Wakefield,Carroll,U.S. House,1,R,Frank C. Guinta,False,1341
Wolfeboro,Carroll,U.S. House,1,R,Frank C. Guinta,False,2211
Albany,Carroll,U.S. House,1,D,Carol Shea-Porter,True,231
Alton,Belknap,U.S. House,1,D,Carol Shea-Porter,True,1208
Auburn,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,1213
Barnstead,Belknap,U.S. House,1,D,Carol Shea-Porter,True,1054
Barrington,Strafford,U.S. House,1,D,Carol Shea-Porter,True,2490
Bartlett,Carroll,U.S. House,1,D,Carol Shea-Porter,True,1018
Bedford,Hillsborough,U.S. House,1,D,Carol Shea-Porter,True,4635
Belmont,Belknap,U.S. House,1,D,Carol Shea-Porter,True,1622
Brentwood,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,1055
Brookfield,Carroll,U.S. House,1,D,Carol Shea-Porter,True,176
Campton,Grafton,U.S. House,1,D,Carol Shea-Porter,True,934
Candia,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,890
Chatham,Carroll,U.S. House,1,D,Carol Shea-Porter,True,108
Chester,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,1082
Conway,Carroll,U.S. House,1,D,Carol Shea-Porter,True,2855
Danville,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,971
Derry,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,7316
Dover,Strafford,U.S. House,1,D,Carol Shea-Porter,True,9388
Durham,Strafford,U.S. House,1,D,Carol Shea-Porter,True,4501
East Kingston,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,580
Eaton,Carroll,U.S. House,1,D,Carol Shea-Porter,True,163
Effingham,Carroll,U.S. House,1,D,Carol Shea-Porter,True,377
Epping,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,1804
Exeter,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,4995
Farmington,Strafford,U.S. House,1,D,Carol Shea-Porter,True,1470
Freedom,Carroll,U.S. House,1,D,Carol Shea-Porter,True,417
Fremont,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,1010
Gilford,Belknap,U.S. House,1,D,Carol Shea-Porter,True,2033
Gilmanton,Belknap,U.S. House,1,D,Carol Shea-Porter,True,970
Goffstown,Hillsborough,U.S. House,1,D,Carol Shea-Porter,True,3876
Greenland,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,1227
Hale's Location,Carroll,U.S. House,1,D,Carol Shea-Porter,True,28
Hampstead,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,1987
Hampton,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,4799
Hampton Falls,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,514
Hart's Location,Carroll,U.S. House,1,D,Carol Shea-Porter,True,23
Hooksett,Merrimack,U.S. House,1,D,Carol Shea-Porter,True,3147
Jackson,Carroll,U.S. House,1,D,Carol Shea-Porter,True,409
Kensington,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,591
Kingston,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,1513
Laconia,Belknap,U.S. House,1,D,Carol Shea-Porter,True,3630
Lee,Strafford,U.S. House,1,D,Carol Shea-Porter,True,1587
Londonderry,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,5616
Madbury,Strafford,U.S. House,1,D,Carol Shea-Porter,True,657
Madison,Carroll,U.S. House,1,D,Carol Shea-Porter,True,774
Manchester,Hillsborough,U.S. House,1,D,Carol Shea-Porter,True,24308
Meredith,Belknap,U.S. House,1,D,Carol Shea-Porter,True,1799
Merrimack,Hillsborough,U.S. House,1,D,Carol Shea-Porter,True,6501
Middleton,Strafford,U.S. House,1,D,Carol Shea-Porter,True,413
Milton,Strafford,U.S. House,1,D,Carol Shea-Porter,True,1092
Moultonborough,Carroll,U.S. House,1,D,Carol Shea-Porter,True,1135
New Castle,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,400
New Durham,Strafford,U.S. House,1,D,Carol Shea-Porter,True,713
New Hampton,Belknap,U.S. House,1,D,Carol Shea-Porter,True,611
Newfields,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,508
Newington,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,237
Newmarket,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,3101
Newton,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,1107
North Hampton,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,1440
Nottingham,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,1289
Ossipee,Carroll,U.S. House,1,D,Carol Shea-Porter,True,917
Plaistow,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,1587
Portsmouth,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,8625
Raymond,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,2127
Rochester,Strafford,U.S. House,1,D,Carol Shea-Porter,True,7369
Rollinsford,Strafford,U.S. House,1,D,Carol Shea-Porter,True,837
Rye,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,1873
Sanbornton,Belknap,U.S. House,1,D,Carol Shea-Porter,True,837
Sandown,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,1293
Sandwich,Carroll,U.S. House,1,D,Carol Shea-Porter,True,593
Seabrook,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,1814
Somersworth,Strafford,U.S. House,1,D,Carol Shea-Porter,True,3051
South Hampton,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,244
Strafford,Strafford,U.S. House,1,D,Carol Shea-Porter,True,1213
Stratham,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,2363
Tamworth,Carroll,U.S. House,1,D,Carol Shea-Porter,True,829
Tilton,Belknap,U.S. House,1,D,Carol Shea-Porter,True,910
Tuftonboro,Carroll,U.S. House,1,D,Carol Shea-Porter,True,657
Wakefield,Carroll,U.S. House,1,D,Carol Shea-Porter,True,1089
Wolfeboro,Carroll,U.S. House,1,D,Carol Shea-Porter,True,1824
Albany,Carroll,U.S. House,1,LIB,Brendan Kelly,False,19
Alton,Belknap,U.S. House,1,LIB,Brendan Kelly,False,92
Auburn,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,129
Barnstead,Belknap,U.S. House,1,LIB,Brendan Kelly,False,135
Barrington,Strafford,U.S. House,1,LIB,Brendan Kelly,False,219
Bartlett,Carroll,U.S. House,1,LIB,Brendan Kelly,False,53
Bedford,Hillsborough,U.S. House,1,LIB,Brendan Kelly,False,367
Belmont,Belknap,U.S. House,1,LIB,Brendan Kelly,False,161
Brentwood,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,115
Brookfield,Carroll,U.S. House,1,LIB,Brendan Kelly,False,24
Campton,Grafton,U.S. House,1,LIB,Brendan Kelly,False,107
Candia,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,89
Chatham,Carroll,U.S. House,1,LIB,Brendan Kelly,False,12
Chester,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,122
Conway,Carroll,U.S. House,1,LIB,Brendan Kelly,False,159
Danville,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,108
Derry,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,772
Dover,Strafford,U.S. House,1,LIB,Brendan Kelly,False,642
Durham,Strafford,U.S. House,1,LIB,Brendan Kelly,False,336
East Kingston,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,68
Eaton,Carroll,U.S. House,1,LIB,Brendan Kelly,False,9
Effingham,Carroll,U.S. House,1,LIB,Brendan Kelly,False,49
Epping,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,175
Exeter,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,290
Farmington,Strafford,U.S. House,1,LIB,Brendan Kelly,False,156
Freedom,Carroll,U.S. House,1,LIB,Brendan Kelly,False,23
Fremont,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,124
Gilford,Belknap,U.S. House,1,LIB,Brendan Kelly,False,167
Gilmanton,Belknap,U.S. House,1,LIB,Brendan Kelly,False,84
Goffstown,Hillsborough,U.S. House,1,LIB,Brendan Kelly,False,435
Greenland,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,79
Hale's Location,Carroll,U.S. House,1,LIB,Brendan Kelly,False,3
Hampstead,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,224
Hampton,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,289
Hampton Falls,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,53
Hart's Location,Carroll,U.S. House,1,LIB,Brendan Kelly,False,1
Hooksett,Merrimack,U.S. House,1,LIB,Brendan Kelly,False,290
Jackson,Carroll,U.S. House,1,LIB,Brendan Kelly,False,19
Kensington,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,55
Kingston,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,156
Laconia,Belknap,U.S. House,1,LIB,Brendan Kelly,False,340
Lee,Strafford,U.S. House,1,LIB,Brendan Kelly,False,86
Londonderry,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,493
Madbury,Strafford,U.S. House,1,LIB,Brendan Kelly,False,37
Madison,Carroll,U.S. House,1,LIB,Brendan Kelly,False,49
Manchester,Hillsborough,U.S. House,1,LIB,Brendan Kelly,False,2121
Meredith,Belknap,U.S. House,1,LIB,Brendan Kelly,False,135
Merrimack,Hillsborough,U.S. House,1,LIB,Brendan Kelly,False,561
Middleton,Strafford,U.S. House,1,LIB,Brendan Kelly,False,39
Milton,Strafford,U.S. House,1,LIB,Brendan Kelly,False,113
Moultonborough,Carroll,U.S. House,1,LIB,Brendan Kelly,False,100
New Castle,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,17
New Durham,Strafford,U.S. House,1,LIB,Brendan Kelly,False,68
New Hampton,Belknap,U.S. House,1,LIB,Brendan Kelly,False,48
Newfields,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,33
Newington,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,13
Newmarket,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,208
Newton,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,116
North Hampton,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,102
Nottingham,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,125
Ossipee,Carroll,U.S. House,1,LIB,Brendan Kelly,False,94
Plaistow,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,254
Portsmouth,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,401
Raymond,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,282
Rochester,Strafford,U.S. House,1,LIB,Brendan Kelly,False,516
Rollinsford,Strafford,U.S. House,1,LIB,Brendan Kelly,False,71
Rye,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,109
Sanbornton,Belknap,U.S. House,1,LIB,Brendan Kelly,False,57
Sandown,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,142
Sandwich,Carroll,U.S. House,1,LIB,Brendan Kelly,False,25
Seabrook,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,413
Somersworth,Strafford,U.S. House,1,LIB,Brendan Kelly,False,213
South Hampton,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,35
Strafford,Strafford,U.S. House,1,LIB,Brendan Kelly,False,63
Stratham,Rockingham,U.S. House,1,LIB,Brendan Kelly,False,144
Tamworth,Carroll,U.S. House,1,LIB,Brendan Kelly,False,72
Tilton,Belknap,U.S. House,1,LIB,Brendan Kelly,False,130
Tuftonboro,Carroll,U.S. House,1,LIB,Brendan Kelly,False,56
Wakefield,Carroll,U.S. House,1,LIB,Brendan Kelly,False,100
Wolfeboro,Carroll,U.S. House,1,LIB,Brendan Kelly,False,130
Albany,Carroll,U.S. House,1,,Scatter,False,0
Alton,Belknap,U.S. House,1,,Scatter,False,1
Auburn,Rockingham,U.S. House,1,,Scatter,False,2
Barnstead,Belknap,U.S. House,1,,Scatter,False,0
Barrington,Strafford,U.S. House,1,,Scatter,False,1
Bartlett,Carroll,U.S. House,1,,Scatter,False,0
Bedford,Hillsborough,U.S. House,1,,Scatter,False,2
Belmont,Belknap,U.S. House,1,,Scatter,False,1
Brentwood,Rockingham,U.S. House,1,,Scatter,False,0
Brookfield,Carroll,U.S. House,1,,Scatter,False,0
Campton,Grafton,U.S. House,1,,Scatter,False,4
Candia,Rockingham,U.S. House,1,,Scatter,False,0
Chatham,Carroll,U.S. House,1,,Scatter,False,0
Chester,Rockingham,U.S. House,1,,Scatter,False,0
Conway,Carroll,U.S. House,1,,Scatter,False,2
Danville,Rockingham,U.S. House,1,,Scatter,False,0
Derry,Rockingham,U.S. House,1,,Scatter,False,18
Dover,Strafford,U.S. House,1,,Scatter,False,11
Durham,Strafford,U.S. House,1,,Scatter,False,9
East Kingston,Rockingham,U.S. House,1,,Scatter,False,0
Eaton,Carroll,U.S. House,1,,Scatter,False,0
Effingham,Carroll,U.S. House,1,,Scatter,False,0
Epping,Rockingham,U.S. House,1,,Scatter,False,0
Exeter,Rockingham,U.S. House,1,,Scatter,False,1
Farmington,Strafford,U.S. House,1,,Scatter,False,0
Freedom,Carroll,U.S. House,1,,Scatter,False,1
Fremont,Rockingham,U.S. House,1,,Scatter,False,0
Gilford,Belknap,U.S. House,1,,Scatter,False,9
Gilmanton,Belknap,U.S. House,1,,Scatter,False,0
Goffstown,Hillsborough,U.S. House,1,,Scatter,False,5
Greenland,Rockingham,U.S. House,1,,Scatter,False,1
Hale's Location,Carroll,U.S. House,1,,Scatter,False,0
Hampstead,Rockingham,U.S. House,1,,Scatter,False,2
Hampton,Rockingham,U.S. House,1,,Scatter,False,4
Hampton Falls,Rockingham,U.S. House,1,,Scatter,False,0
Hart's Location,Carroll,U.S. House,1,,Scatter,False,0
Hooksett,Merrimack,U.S. House,1,,Scatter,False,5
Jackson,Carroll,U.S. House,1,,Scatter,False,0
Kensington,Rockingham,U.S. House,1,,Scatter,False,0
Kingston,Rockingham,U.S. House,1,,Scatter,False,2
Laconia,Belknap,U.S. House,1,,Scatter,False,3
Lee,Strafford,U.S. House,1,,Scatter,False,0
Londonderry,Rockingham,U.S. House,1,,Scatter,False,7
Madbury,Strafford,U.S. House,1,,Scatter,False,0
Madison,Carroll,U.S. House,1,,Scatter,False,0
Manchester,Hillsborough,U.S. House,1,,Scatter,False,44
Meredith,Belknap,U.S. House,1,,Scatter,False,0
Merrimack,Hillsborough,U.S. House,1,,Scatter,False,0
Middleton,Strafford,U.S. House,1,,Scatter,False,0
Milton,Strafford,U.S. House,1,,Scatter,False,0
Moultonborough,Carroll,U.S. House,1,,Scatter,False,0
New Castle,Rockingham,U.S. House,1,,Scatter,False,2
New Durham,Strafford,U.S. House,1,,Scatter,False,0
New Hampton,Belknap,U.S. House,1,,Scatter,False,1
Newfields,Rockingham,U.S. House,1,,Scatter,False,0
Newington,Rockingham,U.S. House,1,,Scatter,False,2
Newmarket,Rockingham,U.S. House,1,,Scatter,False,3
Newton,Rockingham,U.S. House,1,,Scatter,False,1
North Hampton,Rockingham,U.S. House,1,,Scatter,False,2
Nottingham,Rockingham,U.S. House,1,,Scatter,False,3
Ossipee,Carroll,U.S. House,1,,Scatter,False,1
Plaistow,Rockingham,U.S. House,1,,Scatter,False,0
Portsmouth,Rockingham,U.S. House,1,,Scatter,False,19
Raymond,Rockingham,U.S. House,1,,Scatter,False,5
Rochester,Strafford,U.S. House,1,,Scatter,False,7
Rollinsford,Strafford,U.S. House,1,,Scatter,False,1
Rye,Rockingham,U.S. House,1,,Scatter,False,2
Sanbornton,Belknap,U.S. House,1,,Scatter,False,0
Sandown,Rockingham,U.S. House,1,,Scatter,False,0
Sandwich,Carroll,U.S. House,1,,Scatter,False,0
Seabrook,Rockingham,U.S. House,1,,Scatter,False,1
Somersworth,Strafford,U.S. House,1,,Scatter,False,3
South Hampton,Rockingham,U.S. House,1,,Scatter,False,0
Strafford,Strafford,U.S. House,1,,Scatter,False,3
Stratham,Rockingham,U.S. House,1,,Scatter,False,0
Tamworth,Carroll,U.S. House,1,,Scatter,False,0
Tilton,Belknap,U.S. House,1,,Scatter,False,0
Tuftonboro,Carroll,U.S. House,1,,Scatter,False,0
Wakefield,Carroll,U.S. House,1,,Scatter,False,1
Wolfeboro,Carroll,U.S. House,1,,Scatter,False,0
